FIPS,EventRootCode,f0_
SN,15,-3.1705635949395865
WZ,15,-3.128265855787185
TZ,15,-1.9603417288708089
CM,15,-4.0030023088528459
TV,15,-3.6189308349096132
FP,15,-3.7343771494214697
WA,15,-3.4116195474677138
RI,15,-1.2510126688769483
TW,15,-2.8260001029364381
SW,15,-1.9000292725238552
CA,15,-3.4379448159780481
MZ,15,-2.682540971551147
MG,15,-0.44704826425286903
SU,15,-3.2988370520632411
BK,15,-2.4286163522781257
NL,15,-2.8232995851594755
MD,15,-1.9072070075002574
BH,15,-2.05836558530576
BF,15,-1.9874831001019837
JM,15,-3.2002089628706827
VT,15,-3.3310410273160338
DO,15,0.028250584835949388
IN,15,-3.335425352976515
HO,15,-3.2302854675001669
HK,15,-3.9032286939363345
MV,15,-4.8817663777333662
CI,15,-3.2991757299164184
KN,15,-3.1890791402216605
HA,15,-2.3361691869793688
RW,15,-2.0032323773258249
ET,15,-3.0071931077212981
IS,15,-3.3795163602632443
EG,15,-3.0958119086574549
OD,15,-2.2623617591054117
NI,15,-3.3042913368846394
VQ,15,-2.6283869498875192
BR,15,-2.5467111927797212
AN,15,-1.7554430658721907
NP,15,-3.4685123458756859
IM,15,-1.2783548326213199
AS,15,-3.1908974780813146
QA,15,-4.5291941974835037
BG,15,-3.4902191480204481
FM,15,5.73476702508961
AO,15,-2.7325657735066198
ID,15,-2.90688216390372
KZ,15,-2.2532442385998648
ZA,15,-2.111654158181369
KU,15,-3.6064337989988955
MJ,15,-2.4143268798789239
CW,15,1.4486702749826625
AJ,15,-2.1144362946226671
CN,15,-2.0993642745809797
NZ,15,-2.6315373895387517
ES,15,-3.0468762031944627
RP,15,-2.8842621267477488
IR,15,-3.877324066596326
JO,15,-3.266473728332719
SY,15,-3.474482766733435
MU,15,-3.247691091212471
NG,15,-1.9057121316778782
GL,15,-1.1505186801657865
MR,15,-3.0477495336089446
UV,15,-0.22729579122334767
NU,15,-2.6670426271435703
UP,15,-2.2836242714945669
HU,15,-1.7787307493909639
NS,15,-2.2223332586419677
BL,15,-2.9251303666496891
BT,15,-1.7076220369884685
MB,15,-4.55483071765913
SA,15,-3.2502785665796265
PM,15,-3.2038019916227491
FJ,15,-0.7151903448675142
VE,15,-2.2982770505128243
GT,15,-3.458723928098943
BO,15,-1.8206913919982071
LU,15,-3.79761231816524
SP,15,-2.7491953036961054
SM,15,-1.621251013423747
TH,15,-3.4268139276206422
AF,15,-3.0552546222917232
EN,15,-1.1050058998607282
MX,15,-3.0035360742291974
KG,15,-2.0489988530534453
LO,15,-2.4750938341421045
AE,15,-3.1552260357326567
LI,15,-2.2620996480750075
GB,15,-1.7888231036613678
LH,15,-1.1330559159471654
AV,15,1.0291247256752847
SZ,15,-3.8379761301651225
DR,15,-2.7039048253042268
MP,15,-3.4890535793294739
SG,15,-2.8117528666047091
RQ,15,-3.1507420356275047
RO,15,-1.995220304638039
CK,15,-2.8681059137150871
IO,15,-2.73885909737677
GV,15,-2.2573029597923111
MN,15,-3.3530427868720007
SL,15,-2.2952311264333254
BE,15,-3.5523709425908812
TP,15,2.7573211518325871
CF,15,-3.3514557299643628
CH,15,-2.3807963205545319
NC,15,-2.2066859751162
BD,15,-1.2794566608380811
BN,15,-1.5720306048449086
GI,15,0.12902578078704635
BM,15,-3.3091360095214735
BU,15,-1.9748377719184933
CD,15,-2.4667477639300803
DA,15,-3.0095112997279889
TO,15,-2.8913847238198187
CT,15,-2.8383935001113141
TN,15,0.23902914108193468
CS,15,-2.8047679188397905
NE,15,-1.7938347707796933
CB,15,-2.1247253188113087
PP,15,-2.866459859440853
AC,15,-1.1388882590439944
WS,15,-3.0394710845572326
GG,15,-0.83696013010291359
AU,15,-4.2252700093311955
SC,15,-0.0085901744999633961
LA,15,-4.3553815760591226
JE,15,-3.6333769891085126
EI,15,-3.709742131220628
TK,15,-3.5349037248064676
DJ,15,1.4696679697923911
SE,15,-2.5680978969493138
PC,15,-3.3179071438271546
ST,15,-0.73263379560520214
FI,15,-2.0254360790264561
AG,15,-2.8845583258396479
PU,15,-4.54545454545454
PE,15,-3.0407210591639626
EC,15,-3.1453501431352229
BA,15,-2.5662018317956887
MH,15,-2.1160957385078434
UY,15,-3.3521477681656351
LY,15,-3.5071586811527706
MO,15,-2.8528116078617756
IV,15,-3.1929020504880978
GY,15,-2.8664546103575308
AM,15,-2.3220193572584726
SI,15,-2.114956456936024
MI,15,-3.4492394090126606
BY,15,-3.1786870855042686
YM,15,-3.2547660196617829
US,15,-3.4650941876775292
MC,15,-3.7614460519389548
UZ,15,-1.7166040935647811
CG,15,-2.8209813909714843
SH,15,1.2048146620821416
ER,15,-3.5123434994558282
EZ,15,-2.6614581723725292
BP,15,2.417152390769596
LT,15,-2.1014453460297053
AR,15,-2.94920270601029
TX,15,-0.77092301314487355
AL,15,-2.6536261569163488
IT,15,-2.1657714615442765
GH,15,-3.8138979243707687
VM,15,-1.6394605953156032
GR,15,-2.5207086765485389
KS,15,-2.2913749481249468
RE,15,-4.0306208125427814
KV,15,-2.3804030889313257
BC,15,-2.9303819239194251
LS,15,-6.38686131386861
NO,15,-3.1987547001673384
TI,15,-1.7998585632161384
VC,15,2.0292581908843395
LG,15,-1.5023216567492799
CE,15,-2.7668838603997434
VI,15,-0.913309021489928
CY,15,-2.5429106948365958
JA,15,-2.7216792482151519
SF,15,-4.101804738780956
KE,15,-4.0341807544462265
GQ,15,-1.6607409515882061
BB,15,-2.5156750616262937
UG,15,-3.7316857550681726
LE,15,-3.3359833249904138
RB,15,-1.9081466350521321
MA,15,-2.539607392790904
CU,15,-2.70718247420734
GA,15,-3.0207527174268507
PO,15,-2.1179172597784715
RS,15,-2.3052910872973622
TU,15,-2.7305949868046171
MT,15,-3.582381499873271
CV,15,0.12949816588377833
PA,15,-3.0996745738864151
HR,15,-1.9651192895279073
CO,15,-3.2140342663584849
ML,15,-2.4770857079200437
IC,15,-1.5513857016535042
UK,15,-3.1961094243406003
BX,15,-2.8419161516354619
IZ,15,-3.2853162756521419
MY,15,-3.6037416984032831
TS,15,-3.2370050701884563
PL,15,-2.3369535371781307
FR,15,-3.8003253187240533
MF,15,-3.7052956825669852
CJ,15,-0.66653347374562444
GJ,15,-0.10570002216186841
ZI,15,-3.4781600885612911
PK,15,-3.4121456090459783
GM,15,-3.5770960330572921
TD,15,-2.4642363392347106
MK,15,-1.8385492408753827
SO,15,-3.2752581532524592
BX,19,-5.6419835581558759
BA,19,-5.8125945385067883
PC,19,-4.5221678866406307
SP,19,-4.1333091231980683
CS,19,-4.3947769869357307
AQ,19,1.5625
MZ,19,-4.8500861751471973
BG,19,-5.2911835572946977
IS,19,-7.012782644777606
GY,19,-5.1961732784854755
UG,19,-5.7250397536512416
LI,19,-4.3586755416756
YM,19,-5.4889944445105092
NI,19,-5.364287695544272
IC,19,-2.7159142211781933
EC,19,-4.525756583449815
MO,19,-4.1333703851199957
MR,19,-4.6651934824010057
AJ,19,-5.0800042922177937
TH,19,-5.5961157879473467
GR,19,-4.3571380808252957
MK,19,-5.0860531997089966
UV,19,-2.3844521791826696
MT,19,-5.2329059593274074
CM,19,-5.9128412131051915
RS,19,-4.3140237663612826
CW,19,-0.32576068960273263
MN,19,-5.3859582711801606
CG,19,-4.4765614357938146
CD,19,-5.0297523015793644
KN,19,-4.212329501319739
LH,19,-4.9944913964272475
AA,19,0.93311451505658671
GT,19,-4.8776026791354568
TN,19,-3.983104624041534
AU,19,-5.8071481747967075
DA,19,-4.3574686302633072
BC,19,-3.5465193219564353
NZ,19,-4.6065329486035953
ID,19,-6.0267741589774309
SE,19,-5.7022763121303157
VT,19,-4.77917995686391
WZ,19,-4.0518100619499453
ST,19,-4.9838304677345882
DJ,19,-2.4303996429786037
RO,19,-4.21173579272445
CV,19,-4.1212630797189886
RE,19,-5.3052944215632341
GG,19,-4.4771090223141643
CF,19,-4.9087627013121162
NU,19,-4.5469093916493053
AC,19,-4.0750108932158069
HK,19,-5.9867577049359593
PA,19,-4.9420133910541892
VI,19,-4.3674600836845112
SY,19,-5.4246706480688207
FI,19,-5.5998393282968495
NC,19,-2.7890723554192847
CT,19,-4.472690721580129
