FIPS,GoldsteinScale
MK,0.741670577766685
MJ,1.0256100825799541
JM,0.59866137967884336
AR,0.8633039803300846
WZ,0.76794759825327474
BH,0.37993943865473895
PK,0.11289889702512731
QA,0.33628431052803204
TH,0.43374472649809165
IR,-0.49521365212301321
RB,0.38445221087129056
CY,1.0102166004773976
TS,0.573897028786186
ES,0.29957221914149568
DA,0.019723928891942768
NC,2.6715189873417731
BY,0.61548277078678215
IM,1.407951135876554
LU,0.53568254300204
VT,1.3892592269435446
NI,0.45394512430876854
BD,1.3814285714285712
JO,0.872683721584196
ER,0.97367375151201008
LH,0.74435296223375669
KE,0.28519858721826807
GB,1.4541714003457653
LT,0.40103830503718263
CG,0.40606001463771635
SM,1.2035759573928486
FI,0.47466915468738513
FJ,1.6342396325300683
MT,0.48571188827516776
RE,0.33231051665355382
ZI,0.50502391197365293
BE,0.022615642894690251
UP,0.059820915946118346
RO,0.67717476357620354
AF,-0.93779740976456383
TO,1.0348715361328904
EZ,0.50741645062084839
BK,0.82768551212091634
MB,0.58056510118365845
ST,1.1347603900505809
BR,0.34988788344329746
UV,1.8259474738177557
GL,1.8635182998819366
US,0.23602942571448524
RW,1.5958212528759297
CU,0.98537125389626246
NU,0.956757102000553
BC,0.734136040974031
CK,0.84261800486618
MZ,0.43054169313129442
PM,0.74972169690563362
GR,0.942501966261108
TT,5.2975609756097564
GH,0.71287710486689471
ZA,0.70833106994767159
NG,1.7485162557276908
SH,2.9140740740740738
SU,1.0047603546626986
IT,0.87297454798259944
VQ,0.72793010567028082
TN,1.4210843373493969
BG,0.050743157391927453
MU,0.6756172430058085
PP,1.1155417014383178
UY,0.85868161531264819
LG,1.1221924307624436
MO,1.1683430935793893
GQ,0.51214968203751654
SI,1.4951938571219263
VC,1.8722420457924482
FO,2.6962962962962962
HA,1.3189131657161222
HK,0.69710032386976917
HR,0.66847409372014721
CW,1.9164969774101166
MN,0.0080529191832039056
SC,1.29327742459083
TK,-0.49002543091268735
AS,0.40253946615959935
VI,0.844789798764694
AQ,1.1416666666666666
PE,0.794809698186901
TD,0.27883803488255965
MY,0.21068211450825833
GM,0.62623706596326256
AJ,1.1561486331062554
RP,0.16416645853087808
BX,0.56168934070862542
EN,0.95363893756019469
MC,0.95947782932355152
LS,4.2883768804433942
BL,0.60038532553793
TW,0.55408309318880167
WS,0.4083080510642354
PO,0.77531249493361032
CI,0.70860823846221921
AU,0.12836451047976002
BP,1.9207554225878822
IN,0.14603710910685003
CM,0.44916127817558194
LI,1.2076538990723884
CF,1.2686557552991689
HU,0.677440647127587
SF,0.12145177819039825
SL,1.0713906123550063
AC,0.98613993973886782
KV,1.0579318235003499
NP,0.6682961378007809
MG,0.89220288053051544
IZ,-0.0076302130048087136
MV,-0.1705991812430222
RI,0.49622808588263606
KU,0.77336629731002837
CA,0.41557905168998438
JA,0.53130684696192121
CD,1.3402689386162978
KS,0.98026893150088312
CB,0.70636205735351487
UG,0.36374329312184422
OD,0.40106391092129307
VE,0.53599915102965767
AG,0.730193716265354
SW,-0.53514747744752977
IO,-0.38162692847124818
GV,1.1408814960999911
TU,0.030894117922769495
EC,1.04287896728772
MD,0.74904497367715683
SO,0.15298162434615512
GJ,1.9705800678802827
EG,0.75489183398558057
SX,1.9249999999999998
RQ,0.58222980450018469
MF,1.3942073170731719
SN,0.458398200604916
EI,0.4725719103674158
AM,0.93883287370921065
NZ,0.80773997173605872
CJ,1.071715133531157
GT,0.466512216780819
GG,1.7382977236189108
BA,0.97029533493434106
ET,1.407932205502072
BB,0.75388633604993849
IC,0.64125875214910388
TZ,1.1669844825702114
NO,-0.27946552518355305
BF,0.883173189594563
ML,1.0893808146224389
PC,-0.6239370300091357
BU,0.97167049994788612
MH,0.98474310776942486
MA,1.2909703026437032
KZ,1.2068710286337174
GA,1.3708015209125481
SP,0.98688958646963942
NL,-0.25741193157229036
TX,2.3921760391197995
TI,1.238578849057089
YM,-0.67032162066377532
DO,2.3205549845837616
LE,0.14548754505406505
TV,0.017330232595421855
FM,3.0641447368421049
CS,0.76605992977139914
KN,-0.30531088337693529
LY,0.89597675883128713
SE,1.0996732869056838
PA,0.826452951528451
MR,1.3656525600512219
CO,0.70904048117026552
FR,0.34110960786259042
IS,-0.26145165329004871
VM,1.8886393332251139
UZ,1.2545218443147892
PL,0.91748908429014264
HO,0.36483284617158918
OS,2.0702970297029695
FP,1.2816604708798027
AO,1.0206868152437034
KG,1.1285363243628845
MX,0.627549362160493
AV,2.3000343760742514
DR,0.850265911334581
SG,0.78940478593108754
MP,0.72069747533154127
SY,0.14971363570313384
BM,0.91125544069640918
MI,0.43463879132856958
CN,1.6290009250693813
CV,1.4134331337325332
GI,1.419089795533782
WA,0.98361943389220652
LO,-0.092394142729646647
JE,0.15128270561568377
AL,0.88558212555504
SZ,0.0216107851862615
TP,1.4375161707632595
SA,0.68294094666850869
CT,0.46639192252215167
CE,0.892748851778309
IV,1.20092276674938
AA,0.98636363636363633
UK,0.25570323430199815
CH,1.1752152663601214
LA,2.4141472868217044
AE,1.2483673515528046
BO,1.114015310226288
DJ,2.6452600800246189
AN,1.7462083119548508
BT,1.7368537928584111
NS,0.039959314152862607
GY,0.11857721226142302
BN,1.3523399086018415
NE,-0.731758671698947
ID,0.67410179120469027
RS,0.43104505477088745
