Country,GoldsteinScale
FJ,1.5639576890090179
RN,1.1560186534538028
GM,0.73314478006738648
KG,1.1724909681670492
MK,1.1381435058554847
AV,1.8932651700377874
VI,1.2962287438288533
LU,1.7006870240166052
QA,1.1969374349816393
CB,0.65205607098002683
CH,1.1894535872563541
IS,-0.091293387055039726
US,0.51436647169122873
HK,1.0604865162994581
MP,1.2150032351989641
TT,1.4568245125348185
CQ,1.2081081081081084
WQ,0.62835820895522354
LA,1.8229433395066694
LS,2.0101054481546572
OD,-0.18026955708859388
MB,0.63432481948485808
JE,0.68276596663451983
SG,1.1521615892938781
SY,-0.94516398091615883
AC,1.3214903526280766
FM,1.8529166666666668
NZ,1.2449893944373076
UP,0.12907740972540255
OS,0.751126522692156
GA,1.1493976748144958
WE,-1.1189673402602627
JM,0.83980343120966738
CI,0.91397787715024037
CR,0.19999999999999998
UG,0.65549310833740093
HR,0.97392847738953214
EZ,1.03479513573113
NC,1.367493441450035
ET,1.2058695470785008
TV,3.5385572139303485
JQ,-1.9
YM,-1.3783706659690842
MU,1.9903992064596967
PS,1.4226325960919046
AQ,1.6579289428076267
MI,0.72351112587180366
FI,1.0975074862675214
MY,0.49526848952219793
KZ,1.7246190352422479
NT,1.8203619909502262
FQ,3.2529411764705882
MR,1.2057297599776162
NO,1.1387101792982812
NH,2.2158573461401647
GJ,1.4242060271600929
TS,0.52598391374848319
DJ,1.0904948832565633
DR,0.92646287238772762
ML,0.62237905482549394
TL,2.66985294117647
CD,0.43958267815585883
BE,1.0305365019339043
SA,0.76931292161755416
CF,0.10943407792462559
IN,0.21006861254424561
JO,0.92543336506853013
PA,0.85154599932569841
AR,1.1143424368969226
RE,1.1111715179215784
RM,0.90171509023422447
CM,0.39979685321649072
TD,0.41808818617080479
NR,1.0444733420026009
MX,0.6798746474295122
SW,0.40420411824201835
RP,0.064875820713190688
IM,0.24624999999999994
NF,1.2225941422594138
SP,0.71462970187990416
SL,1.2620678219053147
GP,0.6881346365991946
HQ,1.2623529411764705
TN,1.6067452968125548
FR,0.74959513228120733
WS,1.4237442009278511
PG,0.12637362637362631
GT,0.48482210164436879
AE,1.5148833554437844
SU,0.79646364114689971
BH,0.49942022395270852
UY,1.3592724155835596
FP,1.7740585774058575
KE,0.13173840929202504
AY,1.0538051235820007
VQ,1.3087328364064335
IR,0.37386006331452787
IO,0.78589743589743577
EI,0.929229824215743
GY,0.74616482172535981
ID,0.80919206837061008
AA,1.3266725197541709
WI,1.0413929180887371
PF,-1.9167146974063396
GG,0.9876193126933972
NL,0.70501226375588444
KN,-0.30778405171252665
BO,0.97495106271274246
PO,1.157925406339509
AU,1.0324844177782955
HU,1.0083312491543703
KR,0.5197124688968755
KV,0.70252583852483863
MD,1.2841912461899234
SC,1.711921234699308
RQ,1.5025495360725396
NU,1.3854382835464667
PL,0.92156377819643076
EN,1.5085232677898948
AN,1.499850779676192
BV,1.7
SZ,1.0424900728786259
SV,1.4536101083032484
HO,0.30991811095610761
BK,0.19518205958313586
TH,0.70115680612999509
BF,0.83492124301943527
RO,0.78685319872820048
CT,-0.40947900884609734
HA,1.199771601727686
PE,0.98695045237399559
BB,1.2203747540142027
RB,0.75300709483090866
TO,0.83630923387377343
AL,0.70545151893466473
IP,2.9
CA,1.0169186549498186
BQ,-2.6
FO,1.3794736842105262
PK,-0.38497033070383663
NS,0.96989756391495208
FK,0.65645161290322607
SM,1.1119982158786796
DQ,-0.97777777777777741
CN,1.0916177135110714
MF,1.3341379310344827
PU,1.5072595281306713
LQ,-0.038461538461538547
MA,1.3454163707660489
LO,0.795592158964925
LT,0.30350203343877075
VC,1.2238332356961532
TK,0.64682539682539686
TE,0.17142857142857146
LG,1.3103603781795163
IV,1.0653769912009239
MN,1.2348079690932505
JN,2.2222222222222214
VE,0.13643667060202694
NI,0.35715855331463542
EK,1.4237172587011124
CY,1.4527862384881047
BR,0.61351464435146441
EG,0.76035964134463063
CG,-0.24825457228284104
WF,3.547058823529412
MO,0.73074148229157876
RS,0.45370934839583354
CU,1.1874376762055996
GR,1.0309440236467764
NG,0.14479015741263698
VT,1.4570615521268553
AS,0.73512658591853852
KQ,3.0
ES,0.096958276178934336
CE,0.90492313526713053
PM,0.85957924581797551
GQ,0.01044660899575519
BC,1.1396378582537214
SF,0.31248749715977608
LH,1.2772094634082989
UK,0.68572298214196026
SO,-0.61517801577538223
MG,1.6071523979137512
IT,1.0524247108902658
ZA,1.1140950954852216
SH,0.63902702702702707
KU,1.5865035596642232
MT,0.86562806056561459
CV,1.92928624773285
ER,0.59991948470209344
GH,1.1054205951739293
RI,1.2199761087702521
DO,1.3037017193512255
PC,0.11702127659574464
LE,0.31617313481201009
BM,-0.299288956201472
LY,0.37246128085010261
BT,1.6013098495212037
LI,1.1824523430776845
BD,1.3006512204846499
DA,0.76259894833675956
GL,1.0073803009575926
SB,2.0208588957055218
AM,0.94796874782874485
CW,1.8781064021641121
MC,0.66849007118771075
KT,0.65219858156028354
MJ,0.74595681684869086
BL,0.84429097695395616
AG,0.8189295516925893
NP,0.94671891124870955
MQ,1.6666666666666661
TU,0.21179104507288149
BP,1.7217946058091287
SI,1.6877922733552981
KS,0.51162132799139848
GI,1.028768368429025
CJ,1.6444071390705077
GB,1.2364990834275911
IZ,-0.79567671128745
WZ,1.0204276677667763
MV,0.90497519489723566
SE,2.0069636612437285
BY,0.33678125834636968
YI,0.083161157024793458
FG,1.1124106230847806
TP,1.9111111111111119
GZ,-0.54775855476964219
BU,1.3424541404375818
TI,1.2259733881050181
TW,1.1289909638554214
ZI,0.39097895528648335
JA,1.1420419493461753
AF,-1.0419105777290263
GK,0.90651478429471632
BG,-0.10418786621778034
TZ,1.1165286772838567
UV,0.89924084658897863
WA,0.9608042361124679
BN,0.60028932140978442
IC,1.2083412434741334
PP,1.0285837981001862
OC,1.6113763331640425
UZ,1.098543747743411
BX,1.3114340047633997
NE,2.1339702760084931
MH,1.4321273082119799
TX,1.3958344751986849
,0.1646881980118314
AJ,1.0096975638630445
EC,1.3418679716149335
VM,1.4004208639930482
RW,0.95008923689558789
CS,1.2427194908797561
BA,0.76628415364598634
SN,1.4935712815330491
CO,1.1128462382495636
AO,1.5984377207678178
MZ,1.1284117193523517
ST,1.4495427925613895
GV,1.190381487849077
