Country,GoldsteinScale
MC,1.4472016065659645
DR,1.0321457201389512
ML,0.53390231057863213
TL,1.8500956022944544
IZ,-0.36448995085911534
GB,1.506311825029494
WZ,0.85908130939809924
ZA,1.271497157736885
SH,1.7035890218156229
ET,1.4634805007591725
TV,2.2255799755799757
JQ,-0.846875
DQ,3.7583333333333333
AY,1.3028568584511246
KE,0.52910459947845678
VQ,1.416081694402421
NR,0.8889343897445029
TD,0.52306829231804941
NU,-0.44093443342215383
RQ,1.3211781637301072
VC,1.4051794541156242
TK,0.79822723609991952
TE,7.4
BK,0.50137186498208586
BF,0.83922320583862675
HO,0.44319369376113515
TH,0.79940615246603275
LO,0.22849992623969989
LT,0.84485532632671612
BC,1.2405361599217875
TN,1.9952751604533674
DA,0.66688863673516519
MB,0.55994579307094028
LA,1.892507614213198
LS,2.3294071353620152
OD,0.45855842842698258
JA,1.3745625703329
MF,0.87829865081179981
PU,1.7490703661327229
LQ,1.4157894736842103
TX,2.0308818117480532
,0.19765623307376967
AS,0.8611860292459449
FO,2.0870912220309812
CJ,1.6774325708432911
GI,1.1820970155130321
AF,-1.0523082325879494
AN,1.4268600252206805
EN,1.4695290707810322
PL,0.94150246961174178
BV,2.6114285714285717
SB,0.99113924050632907
MJ,0.91808314695434778
SM,1.829885057471264
LE,0.5860761300344538
IN,0.20456517449079561
PA,1.1264313264217523
JO,1.1798398087450417
CB,0.82777499510006747
QA,1.6357742416959691
ES,0.2123874001794781
UP,0.17403592643014512
OS,0.85152765017495147
GA,1.0331602843550458
AC,1.5358842122774912
FM,2.0947137442649115
KV,0.8612977932368524
RB,0.82864605413834314
BE,1.1105222952860663
BO,1.1763801904883324
KN,1.3815023509807078
NL,0.81144857981779717
DO,1.4643639615470603
PC,-0.7778125
GP,0.59669775409212045
HQ,1.2456310679611646
BY,0.65137061104133687
SE,2.06762187088274
YI,0.48695155765780479
BU,1.3890856956439623
TI,1.2105793450881615
BB,1.27737558030062
PE,1.0591769627340029
AL,1.0476970054656025
US,0.48904370329597935
IT,0.94343807927128776
MZ,1.0212452187755636
SO,-0.35245131340579722
UK,0.77734937072342525
MG,1.7274933939654646
PM,1.0038294745753227
GQ,0.9791549932218705
TO,1.1679015015757273
KT,0.66085578446909676
SF,0.38007543461123544
CY,1.3115489206280855
IP,2.4999999999999996
VE,0.617344142752971
PK,-0.14796575166305775
AO,1.6542427712906007
BA,1.2848710364787082
SN,1.8467733083229132
CO,0.88322610770986809
TP,1.7487564523697794
GK,1.5301526258863114
AJ,1.3112993057903846
EC,0.92757371446325954
VM,1.3703919969839651
CS,1.21392997659246
RW,1.3511890344599795
TS,0.55913358259434609
HR,1.0650265018657765
UG,0.531010035145112
PO,1.2449359863867635
GG,0.76294740310556441
AG,0.88216411357205582
BL,1.08123639176737
NP,1.0774299624461803
CD,0.68990439845012574
AU,1.3328764710291583
HU,1.0457864774797996
KR,0.6959115759448542
WQ,-0.23801652892562
CN,0.63708667152221421
FG,1.4592941176470584
BG,0.19885912511498527
UV,0.835973004199754
TZ,1.0725051000859502
