Country,GoldsteinScale
PG,0.31760435562162381
BC,1.1781769230543857
MP,1.233456514700624
PS,1.4684680251202793
VM,1.4357806520028049
NS,1.0186682297521008
VQ,1.2701345371619288
ER,0.88303568446725766
MC,1.2273546942022744
IN,0.2291098094511011
TH,0.63674549469943986
LY,0.053830054837463504
CY,1.4105751126367165
IZ,-0.89606287490366909
AU,1.1865646883144183
BV,2.3097222222222231
CI,1.0227751429507468
AJ,0.990152398939782
IV,0.87328866442191544
YI,0.098658981324130229
CJ,1.6646713680264213
PO,1.2343510379982632
OC,1.4896426261507478
RQ,1.329208613226913
UP,0.13237299766150765
GK,1.0265757803430517
KT,0.43311565204974534
JQ,-1.4588888888888887
ET,1.104092601899042
MF,0.99153478790149041
MN,1.3066787253272378
JO,0.923330013795916
