FIPS,GoldsteinScale
EN,0.98095300977008659
KE,0.02486649662137709
IC,0.54385599566433285
KN,0.13448692353788139
TN,1.584052388705256
NG,2.343311719177986
BT,1.8445436328378042
AC,1.1865358126475478
IV,0.88999394940607046
RI,0.5238661582209746
PE,0.80025935595970576
MC,0.9595527998280754
VE,0.973367975645326
AF,-0.6844961720346312
CO,0.81292938418231164
MR,1.1480516178496836
RO,0.570079535914478
IZ,-0.090620536100156968
GL,2.103294692048947
CJ,1.1150638824841326
PL,0.96743536111189721
AA,1.2882352941176471
GQ,0.72400881063674616
MF,0.801941747572815
TT,2.8983050847457625
SA,0.534460805530256
AN,1.8403740143956455
MP,0.70697749766295537
TV,-0.18398769025997525
VQ,0.6755811875552814
NP,0.64030582484461207
GV,1.1904738325296598
SL,1.2133619989985196
GM,0.32218035701441894
ZI,0.095556625631821587
IM,1.1536547190325044
JO,0.75429534505693741
JA,0.79081799557868337
CD,0.94364933283837549
GI,1.5921986490320774
MI,0.55827634816576133
DA,-0.14888580295439405
KG,0.727975784015569
IN,-0.0185106182594977
IS,-0.38613984512301425
ID,0.61268626733351028
PU,1.2484375
RS,0.40021960539759738
EC,1.2489853093436503
TO,1.3471204427260834
AR,0.98701416554554855
AV,2.3606545187430354
GT,0.45858262931657695
TU,-0.24733936510365784
SZ,-0.055739884502529397
CH,1.1023012070966793
HA,1.4027720680435245
TS,0.61112970232002439
BE,-0.13937342457311497
TD,0.53218032871396392
LY,0.41100439997617277
NS,0.37103611876247938
CG,0.74069794388293186
UV,1.59799637178748
JM,0.67700874523358356
AL,0.92341098021215506
CA,0.41037808845903678
TH,0.3137696717429822
TI,1.2172730723403227
LG,1.0590162843171944
CY,0.92302771012503815
BO,1.0198794017075516
GY,0.41929920889830991
DJ,2.1612573892509088
YM,-0.58244172579018227
NE,-1.0920291880127844
BA,0.91389420275459843
VM,1.631541110207321
SN,0.38702570543176379
KS,1.1483408639834707
CS,0.88959625941694065
OD,0.4887317086887713
LU,1.066732150337901
UP,0.078805503024182863
MZ,0.088722785839005058
MV,0.40422526871613285
UK,0.41150149749673104
SY,-0.46827253456648349
MN,0.40251062190776754
FR,0.1484776904050509
GJ,1.5807243818234218
LH,0.73270499477243
MD,0.84520339357700747
SH,2.3254882812499984
NO,-0.37623207912748469
BC,0.79632499016492742
LO,-0.13784713402920468
GB,1.6331558567701698
HK,0.87490664049819811
DO,2.4565256325662705
TP,1.8922279792004923
BG,-1.1359023741093321
AS,0.34592479127364595
ET,0.47207663729729166
LI,1.2008209339904987
VT,1.3198463397137761
PO,0.96856595235149034
HR,0.69794938966874931
BL,1.0667039809546888
PC,-0.49000759665469168
CV,1.3081910568602937
SM,1.5374027164786834
BU,0.981522397755281
UG,0.2666525056003814
ES,0.41269504385201411
BK,0.75511854141968771
NL,-0.23085478297622541
SP,1.04976933138604
FM,2.8821176470588257
US,0.12353775365171654
EI,0.39455080525773323
LA,1.3421066463338078
NC,1.9714285714691187
ER,1.3673217536165116
HO,0.48308547672105462
MJ,1.028437848806476
TZ,1.2947054671120533
AU,0.0643121812531833
AO,0.889172766507591
AG,0.65715727350681807
BB,0.7071104416876538
CN,1.8315508020843967
SU,0.78855014992188688
LT,0.967579609508705
ST,1.3834542515426538
BN,1.4153747072787994
CE,0.85673998926984418
LS,1.9978747360308671
AE,1.072528457727429
MY,0.234806445744375
SW,-0.59993209460871166
MA,1.4249342823426756
CF,1.2025325709493473
PA,0.9479675781182515
ZA,0.33535335280495704
SC,1.3149306252827988
BF,1.0041773645141494
CU,1.2475370701219637
NU,1.0640312789653708
VI,0.92085918840853676
BR,0.33656338767216637
PP,1.2002318468288871
CW,1.7827562422065943
HU,0.58690518562180127
RE,-0.01117108320842328
BM,0.69745040315933593
IO,0.95474792470967074
SI,1.3891966602094414
RW,1.0188890137038868
MO,1.0313072416533544
RQ,0.70600206387190556
IT,0.80480350616358587
FJ,1.6107687881623685
SE,1.0703695443870684
RB,0.36498126032995959
KZ,1.0456144256507909
OS,2.1954081630828433
PM,1.0068871738959393
EG,0.78195856894803706
MG,0.79058628729679947
KV,0.958094603153497
GR,1.0676439640620206
MB,0.98896117537744843
TX,1.9877383507920821
BH,0.32435715008742511
BX,0.56198510672947444
SX,2.4989221557600048
TW,0.5625245497242225
FI,0.39940997043425047
FP,1.5621851942271427
AM,0.78401409860918025
FO,1.2909909909909902
MT,0.53891667123143261
GG,1.6613749913216818
QA,-0.12517550259587296
BY,0.32105861449950968
NZ,0.93339158944681666
AQ,2.3363636363636364
GA,1.2753748147841752
AJ,1.1739226989876859
PK,0.024895772271968975
UY,1.0737933098943993
EZ,0.64639073894588372
MU,0.35405307600748553
ML,1.0894430534093917
MK,0.46626678108235853
WS,0.56349809293426267
UZ,1.3450289759924439
CT,1.0200026232753123
SG,0.77673878391212192
JE,0.81037643864323528
SF,0.018385524997125809
WA,0.70483676768560244
SO,0.4335200302810801
CM,1.0398463690354764
NI,0.39396453555347033
GH,0.45150008559582422
MX,0.74916633635164043
KU,0.6996085420427649
LE,-0.097488896255894977
RP,0.27561496067683788
TK,-0.63612287078326757
CK,-0.71805205379965376
MH,0.62712643691178094
IR,-0.99375497020421988
VC,1.7956263813755333
WZ,0.97409750074929846
BD,1.450164085129326
CI,0.74212851182340356
BP,2.0095682303327855
CB,0.60958186745391618
DR,0.99764072072460064
