Country,GoldsteinScale
NP,1.0850334482403525
GJ,1.46156543694935
AJ,0.84532035734975541
IV,0.72517370190511754
YI,0.056123131831362964
HA,0.835304812937171
CG,0.34650440319392012
PU,1.8666369114037042
IC,1.3617435654644041
LI,1.2744902360838868
LY,-0.11714092302987587
AG,0.722727543757377
GK,0.69987362690774713
KT,-0.030247933805481485
JQ,-1.9900000000000007
CD,-0.92071639491598245
TU,-0.24915184404200785
OS,0.8366946778721055
MG,1.6512249138686803
TW,1.4907742468742073
EN,1.256979351855634
BK,0.093697191594621115
FK,0.069090909090909092
TI,0.84305735712687957
FM,1.5507072570652389
SA,0.15668198937407493
TZ,1.084048426992535
DO,1.7043254688445257
NH,1.90132871172216
TK,0.16564417177914112
KE,0.24712664714255492
RI,1.0870834638462745
KN,0.26447580259025494
RW,0.39431938861151211
PA,1.1540850793029171
CS,1.2827418965442767
TE,-2.0
AS,0.85666006917307691
CA,1.0343789206094429
SH,0.6836847946725858
FI,1.1400557608822934
NI,0.14087334961484999
PM,1.3050691521852178
SU,0.63556045835301977
IN,0.37075915188704361
FP,1.4498607242339834
IM,1.2031390134529143
WF,-0.26000000000000023
CO,0.95235735517577624
RO,1.0232709207918163
GG,1.0735527851347355
GA,0.99094583512320833
GL,1.3010536795759118
UK,0.72855234561327908
ID,0.81561945005320213
OD,-0.22433637216805066
RN,1.0315536315536309
PF,0.14236453201970445
AQ,1.7206229860365212
JA,1.3418909375222312
,0.23333550195988212
AM,0.72128885771958229
MZ,0.59404505808268482
NL,0.86491819715798945
SN,1.6082011411618122
SO,-0.81898433916189683
BO,1.3009990439430432
DA,0.76152956820962958
KZ,1.6613475692241844
DR,0.90366446230512032
QA,1.8687833408008998
CT,0.26367119407148143
ZA,1.0604444795782557
BP,1.8602672215529521
NT,1.4334745762711858
GM,1.1088373647264074
JN,0.87499999999999989
BB,1.5167417877592921
LT,0.8143852845760472
MR,1.1745019662045886
GQ,1.2807197943515782
RB,0.59989482921874515
PK,-0.42494831351767093
VI,1.3895668550265041
HU,0.64886211063408272
LE,-0.094130537637507741
WS,1.3630911900873102
AC,1.488308144416457
EI,0.88886597196602757
WA,0.9172636830320412
ZI,0.2462755110599941
TH,0.54581261819351978
AR,1.1750387118053063
FG,1.7816344463971876
NE,2.0179604261796058
CE,0.55931492380565007
PO,1.3006270811552729
CJ,1.5765113391281618
OC,1.5017304057001601
JO,0.96212627047057353
BA,0.93058895937890318
NZ,1.2420742748240434
CM,-0.16094780337415432
MB,0.89796025104602517
CB,0.67130391644615006
SF,0.28359302999931224
DJ,1.1142885157442193
SY,-0.89038928473292367
UY,1.5127895060466434
BU,1.289916031753765
EG,0.47872435172502231
PL,1.0856339744436296
AA,1.3242570147133532
IS,-0.50898316645644281
CN,1.573582665479371
ML,0.22436726532523915
AV,1.8970808116767537
AU,1.3817889733063669
BV,1.8461538461538463
RS,0.2833627194800874
VE,0.65847135255153144
AF,-0.75825242336559362
IR,0.82191077172740679
CV,1.740053191489362
BY,-0.73265272271910176
JE,0.6425733593389984
MU,2.0024390945960704
IT,1.0996383434755383
TD,0.60206916144509826
CI,1.0699716622546211
NO,1.1143966418863833
GY,0.73673337219246393
NF,0.96162790697674394
CW,1.9831962396895246
RQ,1.2796846184161097
UP,0.15061455512032948
BE,0.85954585508657289
WI,1.1553221552373776
CY,1.5742335580243598
IZ,-0.94447225368585785
MK,0.68483292725378875
HK,1.0365853116649426
NG,-0.61604620295224433
BC,1.2419842833525823
AL,0.6904087959834333
KS,1.138033399218437
LU,1.8818634077759158
PC,0.53360128617363345
SG,1.2072453158235743
KQ,2.7249999999999996
DQ,-4.62
SW,0.72292065135097872
TN,1.4909811827956989
MD,1.1767186369370748
ST,1.4418012975448409
AN,1.5236735520447588
MN,1.2507758529067921
KG,1.3910069329811809
BL,1.4373264619780219
EC,1.3259083930420055
UZ,1.0505663592682037
RM,1.0721099802521639
TL,2.0570739549839225
