Country,GoldsteinScale
EK,1.8054002071312329
BD,1.5398821132801928
BG,-0.432566453700778
SC,1.2534346312124087
KR,1.0715513712648383
GH,0.9798003482570381
IP,2.5999999999999996
TX,1.0799300299867225
LQ,4.0333333333333341
BH,0.65022148105809785
KV,0.88291517134358144
LO,1.0918698043434762
KU,1.2106515063129868
SI,1.3613376661484593
CF,0.31888753540222348
NR,0.27158179140986904
MY,0.77339577386584768
LG,1.432503226326346
FR,0.5910309158530701
BN,0.791373391931752
MA,1.3017840690065223
NU,1.1998480526382271
TV,1.7376724655068985
NC,1.574751095219183
UG,0.83544721407595712
ER,0.50846791542737979
JM,0.94315319132062825
GT,0.46843194924707077
EZ,1.0701021130517443
SB,1.9992857142857143
RP,0.5201410971408984
VC,1.2733151972301229
ET,1.1908678583031713
MF,0.99637243047158341
IO,0.26781609195402278
WQ,-1.3455357142857147
BM,0.36634663904535242
WZ,0.88514454989302738
MQ,3.1647058823529406
SL,1.1516137770920911
PE,1.1198153793661019
SV,1.271313279530448
CU,1.7074556133407064
SE,2.2875738138799093
LH,1.2854129300998305
HO,0.62827942799947856
CH,1.3414338580847347
WE,-2.4207573928215886
TT,1.600817705086524
FO,0.64671916010498665
HQ,2.3
MC,1.5063934426229504
SZ,1.2583548779961202
HR,0.82069535265614013
AO,1.4355503502071234
TP,2.356981265464829
MT,1.4626990372186417
UV,0.77030613060498765
GI,0.9241465500230216
GB,1.6161138974263161
GV,0.8227196748904142
MH,1.4645254074784282
MJ,0.39911160713434207
BR,0.89951669905738529
MO,0.88240822177038092
MI,0.87512208972174865
FQ,2.7
NS,1.0004864996438243
VQ,1.3719290928050043
MP,1.2436095853196396
VM,1.5267637050250062
PS,1.331072874493928
GP,1.0055623034040295
PP,1.281796071078424
GR,1.3720895597264906
YM,-1.2137842183470247
ES,-0.038150477176535608
SM,1.7770007770007767
SP,1.1261062043069627
AE,1.6802612920962838
RE,0.36077120822622122
TO,1.3054706836220877
AY,1.2472875125320269
TS,-0.67458229370059519
US,0.538317489994222
CQ,1.6127314814814822
CR,3.0
BT,1.8701330046437521
BF,0.98008929816552459
LS,2.0686302959953564
VT,1.5101215164118236
MV,0.0065262867962726651
GZ,-1.0825706801566533
LA,1.8634927141943192
BX,1.4626816325836172
PG,0.40074971164936568
FJ,1.78724082160262
MX,0.66753932440493535
