FIPS,GoldsteinScale
BN,2.375
PU,3.0
GP,3.0
LS,-5.0
CN,5.5
AF,-1.4546401515151504
IN,0.52172444900560344
GR,1.1945110528287732
HU,1.3579077743902437
SW,0.80947434686811548
IO,0.72
OD,0.46926829268292697
EI,0.41523442517662162
ET,0.68540031397174228
PA,1.0770061728395068
BX,0.26508595139300528
LE,-0.96024000000000076
AU,0.076120499632623045
CD,-1.2545454545454546
CK,0.0456953642384105
TL,2.26
CO,0.66838017751479373
GY,0.77354330708661478
GA,-1.0869565217391306
PE,1.3257752923233339
PP,-0.27904761904761866
TU,-0.38189227216013144
JO,1.2914456481135592
MK,0.71686807653575024
RS,0.46366967994136321
BC,0.49441489361702134
MD,1.78173076923077
MT,0.75930902111324328
BM,0.060112994350282563
NG,1.5592592592592591
ZA,0.74337700145560393
IT,0.80264027847713293
PM,1.1102209944751382
FJ,1.7981212121212129
FR,-0.045701179554390577
TH,0.36106739161539553
KN,0.71015873015873
ML,-0.261904761904762
SH,3.4
TP,3.4
MB,2.2750000000000004
MN,-1.2000000000000002
KU,0.72581503659347968
BD,1.9253164556962024
CW,2.526666666666666
US,-0.20968932990322181
TX,3.3485714285714292
KS,1.2789994008388261
GL,-1.657142857142857
NU,0.38847826086956511
GV,0.85789473684210549
MU,-0.061738578680202952
GQ,0.38736842105263158
MG,1.7992
IR,-0.6574028701435074
VQ,1.0635416666666668
BH,0.41054216867469889
WZ,1.1532608695652173
FP,-0.79
CF,1.1769230769230765
DR,1.2741265344664774
TD,-0.84423076923077045
ER,0.16521739130434759
GH,0.15891199163070477
SU,0.25315555555555558
MP,2.0771084337349408
AN,2.1633333333333327
NO,-0.27826633165829129
VI,0.24966442953020127
SM,1.3292452830188672
RP,0.98676476718496
AR,0.089789698262724885
NS,0.14615384615384613
AM,0.8021810971579646
EG,0.50508123850398556
PC,0.16666666666666663
KZ,1.1029441624365477
BR,0.81311655096821289
DJ,2.666666666666667
CJ,1.4916897506925206
ST,1.5282442748091594
LG,1.6522270114942526
MC,0.92202072538860169
LY,-0.71582733812949639
GG,2.974291115311912
EC,0.8285826771653535
MJ,0.26474226804123707
NP,0.23163163163163153
CE,0.77929155313351473
BP,1.9585526315789472
LH,0.99169240271772852
TN,2.424390243902439
BT,2.5953488372093036
KV,1.6396039603960391
SN,0.383129455249494
HA,-0.49911111111111112
BA,0.28377880184331761
JE,0.72486187845303873
SI,0.80962924819773519
TK,-0.66999999999999993
SA,0.44346840036286661
YM,-1.1032818532818531
TV,-0.54109562335510308
LO,0.73234955921809164
VT,0.49492537313432822
EN,0.61787375415282364
GI,1.8896551724137938
AV,1.1533333333333333
TZ,0.94310344827586212
RB,0.33328571428571452
LI,1.6661498708010334
MR,0.23207547169811321
FI,0.27857766143106438
RQ,-0.840740740740741
CY,0.37449757449757437
CI,0.97562935190144562
CU,1.3026336173508914
MI,0.21483870967741928
MV,-0.698126463700234
AS,-0.047429904526990363
UV,-6.8845446182152736
RW,2.0822368421052628
EZ,0.76727517765253672
TS,0.615107913669065
VM,2.3105952380952366
DO,1.1857142857142857
CH,1.8847190246965253
SL,3.0113733905579405
LT,-0.22317073170731697
ID,1.2318241903502982
BE,-0.669747081712062
AC,1.9727272727272724
BB,0.12036474164133737
BU,1.3497661730319559
SY,-0.73038908353309973
IC,0.59522240527182868
RO,2.4800672430355442
UK,0.18669113432265472
CB,0.46978243352135385
NI,-0.064283401933126774
LA,-1.4125
MZ,2.0594594594594593
ZI,0.39981128514814107
IS,-0.44944019331453849
AO,0.57881136950904366
SE,1.9064981949458468
KE,0.0281124497991968
BF,0.371701388888889
UG,0.17892074198988184
DA,0.10269295503726866
IM,0.88796296296296318
UP,0.71672236810694712
WA,0.55168776371308037
SP,0.90279438058748407
IV,1.1369230769230769
BY,-2.8333333333333335
ES,-0.22172774869109924
SX,5.67
QA,-0.41374896779521009
SC,1.4714285714285718
AE,0.78687123189057806
WS,0.25668202764976955
RI,0.727885633603953
BG,-0.32914640077820995
GB,3.1384615384615384
SF,-0.34896619766643827
MX,0.95762148891616683
CS,0.26643059490084975
BL,1.4559607293127628
PL,0.67994041708043762
PK,-0.18781082611157088
LU,0.66802721088435368
HR,0.43627246134559161
JA,0.85549982704946348
NE,-0.98963730569948227
UZ,1.7803418803418802
NZ,0.52295282327059367
NL,-0.35713747645951027
VC,1.3068965517241382
KG,1.2959821428571434
HK,0.091677675033024986
JM,0.1225360954174512
RE,-1.5812499999999998
AA,2.35
CT,-1.425
GJ,1.8
GM,0.22583266291230908
GT,0.1496842105263157
PO,1.0235428051001816
BO,1.5835630965005305
MO,1.3052385406922347
SZ,-0.29483300883630414
VE,2.1517956903431741
TO,-0.80750000000000011
AJ,0.6626550452564528
UY,0.38823529411764707
TI,0.034836065573770461
MY,0.058103809125156863
TW,0.55557913887204413
MH,0.83999999999999986
MA,3.0615384615384622
CV,1.6800000000000004
AL,1.6242677824267784
SO,-1.3245595301655104
IZ,-0.60135928328699362
SG,1.3106382978723405
AG,0.42092511013215894
BK,0.63077975376196949
HO,0.10702040816326518
CM,-0.65575757575757576
CG,-0.14062499999999989
CA,0.01010489929325597
