MentionSourceName,AverageTone
brynmawr.edu,0.0
umhoops.com,0.0
celectrical.com,0.0
calbears.com,0.0
broadbandbreakfast.com,0.0
skiracing.com,0.0
leroyfcpress.com,0.0
illinoisentertainer.com,0.0
cwuobserver.com,0.0
neworleanssaints.com,0.0
pacifictakes.com,0.0
techfragments.com,0.0
battellemedia.com,0.0
thelocalvoice.net,0.0
bleedinblue.com,0.0
acmepackingcompany.com,0.0
akhbar-tech.com,0.0
dxcoffee.com,2.0
myballard.com,-2.5
sfappeal.com,-5.5
therattrick.com,1.25
hawaiiprepworld.com,1.5625
smokingmusket.com,1.75
carmageddon.com,2.34375
newportri.com,0.076248294851239962
outdoorsfirst.com,2.4828879368442358
skyhidailynews.com,-0.68913894775380413
demingheadlight.com,-2.5710518058064054
mountaintownnews.net,-0.32422381712281378
morristowngreen.com,-5.7647632094204315e-05
theparisnews.com,-2.8181645219505072
columbia.edu,1.3589411888271457
fame10.com,-0.36957389673334262
dvalnews.com,0.033163168322158043
worldpropertyjournal.com,-1.1541182729309298
shipcompliant.com,-0.0015571183625169849
advancedbiofuelsusa.info,0.61230143750663046
todayscatholicnews.org,1.2264850865368544
packaging-business-review.com,3.0755842569441256
itjungle.com,2.1648823979310237
scarsdale10583.com,4.1806132887959393
wbez.org,-2.21273455595383
kymkemp.com,-1.6020943706304251
floridawaterdaily.com,-1.3949509401780915
starnewsonline.com,-3.2244607187296879
theregionalnews.com,-0.73260073260073
slamonline.com,0.20832611357486286
twinfinite.net,0.0015134213274093922
interviewmagazine.com,1.0351163698869073
icv2.com,1.5936101774788654
9to5mac.com,0.1577276062262527
texomashomepage.com,-3.4610437847309186
kansasmemory.org,-0.018981338167709971
theoaklandpress.com,-2.3724969884391385
nclbc.com,-1.8172185477108656
mooreamerican.com,-1.8570736113273369
vermilionstandard.com,-0.21369615402301889
jewishtimes.com,0.14733259828187784
northernbroadcasting.com,-0.51179574560006813
iptv.org,0.55652800630733168
thebatt.com,0.35084483709849223
hightimes.com,-2.0667598546076533
uwdawgpound.com,-1.04231967888785
mombloggersforsocialgood.com,0.0391145240968509
elfinancierocr.com,-0.0012612642418313724
camelcitydispatch.com,0.33615404770853274
marylandreporter.com,-1.3579895066926611
memphisdemocrat.com,3.511433302364253
balloon-juice.com,-2.0008821796205893
redmondmag.com,1.287389061893407
itemlive.com,-1.8242268586469095
engineering.com,1.5426860537701261
fauquier.com,-0.91483929178514256
nuclearstreet.com,0.16861888998576549
arktimes.com,-1.2907482951275144
abc6onyourside.com,-3.8948043722502921
oilonwhyte.com,0.60324346130127549
hattiesburgamerican.com,-1.1483868238295261
celebrityhealthfitness.com,-9.14076782449729
statesboroherald.com,-2.3914718741175425
ellsworthamerican.com,-1.3153034269797106
nwfdailynews.com,-1.9334190718532798
minnesotafarmguide.com,1.2752346808442783
dailyrepublicannews.com,-4.0001729020868888
fox4news.com,-3.2876923277586916
dailyherald.com,-3.5550085056256653
richmond.com,-3.1861714986256406
boynegazette.com,-1.99233716475095
independentweekender.com,-0.78023407022107
sanantonio.com,3.3819100586548534
sctimes.com,-2.0672478533390408
in-pharmatechnologist.com,-0.17321776590438279
outsourcing-pharma.com,0.61617046341879711
wkdzradio.com,-1.7359080525295669
floridastatesman.com,-2.5898791311669815
wmrt.com,0.84481911959065326
waste360.com,-2.7727176352838119
mountainstatesman.com,1.2417774419985224
thestreet.com,-0.41155147441438095
mysanfordherald.com,0.41217631562811624
wdiy.org,-2.6609761420631917
wfae.org,-2.4415171872184378
wislawjournal.com,-4.5378597618444028
penews.org,-0.5829609575510234
ucmerced.edu,1.9678971202791902
dailyddt.com,-0.56793922541604058
hybridcars.com,0.18643380482154018
ncnewsonline.com,2.0092954060796733
westernfarmpress.com,-0.33689898066570839
chattanoogan.com,-0.010711634237960956
out.com,-0.52404243626375568
yesnetwork.com,-0.37444004778818407
mcrecord.com,-0.25833589004480484
immigrationimpact.com,-2.8543795938912817
blackshoediaries.com,0.24875621890547
bikemag.com,-0.057696182276748345
space.com,0.15028396335063837
greenvillebusinessmag.com,3.8813120964382515
southernstudies.org,-1.9939234024378156
worldtechtoday.com,-1.1277591036807171
bustedcoverage.com,-1.648968519456901
sahuaritasun.com,0.27501132849727139
journal-news.net,-1.3189162829108914
serendipita.org,0.97076459454032737
moberlymonitor.com,0.626837801168705
thecommunityword.com,-4.2614857993514779
cogwriter.com,-1.2500295621775881
coastweekend.com,2.2184853025069069
texaslawyer.com,-4.14446192627179
kabc.com,-3.0842259404430488
wjbdradio.com,-3.4754063395790817
showbizjunkies.com,-1.5328418491473603
chroniclesmagazine.org,-3.1491234520641465
live5news.com,-4.1437881943688826
tfd.com,-1.4722711943826998
13newsnow.com,-2.9555537262198195
sknr.net,1.0487514817869514
fcnp.com,-0.055676861436749561
ottumwaeveningpost.com,-0.71212931644228683
timesleader.com,-2.8738064573719848
microcapdaily.com,0.82360694619706032
basinsradio.com,0.76663927643414831
bgdailynews.com,-4.5988586578546364
heavyblogisheavy.com,0.824175824175825
thechampaignroom.com,1.64835164835165
kmuw.org,-2.2087043464606504
prmac.com,3.2994321380298297
tigernet.com,-0.54755590043143365
opensource.com,2.0464410309429022
colorlines.com,-3.5873588776955794
thebristolbaytimes.com,-1.1208822606679978
themonitor.com,-2.2596911646487579
asu.edu,1.7956938278776424
eater.com,0.65050910418233365
tech-wd.com,0.68155955110580657
pvsolarreport.com,1.4445989236386372
washingtoninformer.com,-0.43940018788225654
pressreporter.com,-0.47085165147974817
beckershospitalreview.com,0.17488201920044594
montenews.com,-0.85777204075512281
sbsun.com,-2.8109720409539714
rawstory.com,-3.3893670792155044
lmu.edu,-1.3759367032757841
voipmonitoringzone.com,2.0559491721797953
care.org,-1.960468124671366
techmalak.com,0.88906309391330784
worldpumps.com,1.6186255593522112
loonwatch.com,-6.09076281370358
nfvzone.com,3.1535127901648834
flavor574.com,3.3512629439712796
aclu.org,-2.8063412463313866
onlocationvacations.com,0.68153512147034723
smu.edu,1.2314129938653202
livingstonparishnews.com,-0.56856852455055706
centraltrack.com,0.595054373911751
nonprofitquarterly.org,-3.3039966973702817
hoodrivernews.com,-0.73958059677096377
tvequals.com,-1.541316763358396
mainelymediallc.com,1.0564006055416264
midvalleynews.com,4.4330243236861433
floridaventuresourcing.com,1.586069171410373
invw.org,-1.7023711756700102
cherrycreekschools.org,1.74418604651163
vineyardgazette.com,-0.555601429358035
unofficialnetworks.com,0.69617457389236426
sierrasun.com,-1.5036055482729587
swiowanewssource.com,-5.0203905114726721
eventhubs.com,0.45772979271970388
notimerica.com,-1.8928516836127194
kmbz.com,-4.8104563133526907
kotaradio.com,-3.6978923227800364
sgnscoops.com,4.11255411255411
newtondailynews.com,-0.44767217350748484
stonehill.edu,2.3819053348214552
utahpolicy.com,0.42432059481804191
cuinsight.com,4.6062682471147154
scotsmanguide.com,-0.619256774901061
financialjuneteenth.com,0.29501715840129367
thewellesleynews.com,-4.7140441174221932
truckingnewsonline.com,2.4472908314178325
trussvilletribune.com,-1.8490913173440056
redrocknews.com,0.93776095983761854
blackandredunited.com,-0.28928308931065794
watershedpost.com,1.8886539974630532
thesouthern.com,-2.9583606706296468
equities.com,-1.77906484369396
tvimpulse.com,0.38765896416977363
bankingexchange.com,-0.36363636363636
ksusentinel.com,1.1606546263660116
chestnuthilllocal.com,0.8422115089422566
cnjonline.com,-1.0573687201119251
relevantmagazine.com,-2.6819795744152106
themontclarion.org,-1.3055980657845803
logistics-business-review.com,2.8078594504700067
fltimes.com,-3.0985170777793218
louisvillecardinal.com,-0.77664527850947751
globalgrind.com,-2.26109889165207
schema-root.org,-2.4024814128462157
pqmonthly.com,0.15543922951726341
fareedzakaria.com,-3.55871886120997
youthtoday.org,-1.6166858616992394
ellentv.com,4.7395471352783751
pennrecord.com,-6.8575923985060889
cincyjungle.com,-1.2089948450818051
prwatch.org,-1.45288278505251
whotv.com,-3.2176960125101477
lockportjournal.com,-0.57198102282322383
realtytoday.com,2.03331700146987
pamelageller.com,-2.95566502463055
nola.com,-3.3103790213575639
radiationtherapynews.com,-0.86355785837651
therawfoodworld.com,0.80177901966666854
wilx.com,-3.5223780466125181
capjournal.com,-1.5485470678659121
spanishjournal.com,-2.1829968088957248
oregoncoasttoday.com,3.0186054970498635
leesvilledailyleader.com,0.055941058880689482
deportesconcarlosareco.com,0.80255147317691966
openarab.net,0.62938353636028
iowaenvironmentalfocus.org,-0.34890035584217594
mrtopstep.com,-0.11175571939104506
kxnet.com,-3.5852013405229872
nocleansinging.com,-1.546079290593867
hotspotatl.com,-2.4925898226788394
carmitimes.com,-0.87644445600025789
theamericanmirror.com,-3.613963381795545
winemag.com,2.5015612547005071
bc.edu,3.5173047935251156
durantdemocrat.com,-0.45884316172700351
wjjq.com,-1.2805576632542863
bozone.com,3.1108336038921629
enr.com,-0.22194699630041029
cny.org,1.550727707946977
artdaily.com,2.373785927663564
mnnonline.org,-1.1406670153406833
iu.edu,2.4258663054566818
gradingonthecurve.com,0.44182621502209
nytco.com,3.7890800866665608
ilw.com,-3.1959130082184424
heraldargus.com,-3.9155392021141346
jaypgreene.com,0.97986571082069018
conservativeread.com,-2.5722635169311183
businessoffashion.com,2.2710729936460461
bestofneworleans.com,-0.81261139285425144
atlanticsentinel.com,-2.02369544458111
utahbusiness.com,2.7247875269190467
mobilitytechzone.com,3.1769123583031864
molawyersmedia.com,-3.155852766049636
wmfe.org,-1.1242302801606467
fox6now.com,-3.69620521693844
polkio.com,0.42292184432690788
casperjournal.com,1.7454488437726934
allaboutjazz.com,1.5481995071976951
hardwoodhoudini.com,1.9495805529959978
insideindianabusiness.com,2.1333528190612037
texasobserver.org,-2.8877152351667541
rfglobalnet.com,1.5983615420648232
hartfordbusiness.com,-0.90004594192339538
lmtonline.com,-5.3498183723247665
afampointofview.com,2.040002476329621
greenbaypressgazette.com,-1.8675564175175066
hiddenremote.com,-0.96642198519666123
hospitalitynet.org,3.5306539371324583
renewablesbiz.com,-0.1192456552315307
xconomy.com,1.0213424085077929
prnewswire.com,2.48803123141852
theskanner.com,-2.7368575153511778
pressreleaserocket.net,3.1333221416855417
studlife.com,-0.48735703473364855
cheapoair.com,1.6992364360785372
mexicoledger.com,0.14199509676848993
westendword.com,0.56585131957456336
newscinema.net,0.48192994934328259
thoroughbredracing.com,1.86721991701245
bet.com,-3.4859488414989555
bikehugger.com,0.76435830832045393
biogamergirl.com,1.19521912350598
alleynews.org,-0.78665212518674887
newtoncountytimes.com,-0.61991576949509475
thenorthernlight.org,0.6853452813683425
rafu.com,0.45608483333941796
wlfi.com,-3.2059809120354457
multiplesclerosisnewstoday.com,-0.7720263347316354
journalnow.com,-3.4244542744231721
noladefender.com,-2.1357635763826037
macnn.com,1.3844694589124074
vinography.com,0.15000476310969207
newsfactor.com,-0.43953848537965745
lasentinel.net,-1.2497698165903457
navy.mil,1.9728813803165521
spaceflightnow.com,-0.0075626849980809981
news-gazette.com,-2.9766986069023487
intlgymnast.com,2.25903614457832
youralaskalink.com,-0.85481799167359962
mmaweekly.com,-2.3581853429690254
pal-item.com,-2.2522546970493549
humanrightsfirst.org,-3.4502797629901378
crescent-news.com,-3.2227410884736427
wfmd.com,-3.223907932167779
statescoop.com,0.28263894431005132
newbernsj.com,-1.3306705038532427
greenepublishing.com,0.23239877030727046
iwu.edu,2.8548416270606394
heraldextra.com,-2.6246252013049824
thejerseytomatopress.com,-1.4316014530622865
montrosepress.com,-0.14470936048561373
kvia.com,-3.5704795869243102
mynorth.com,3.8581870826918734
indybay.org,-2.7506505594675477
altmuslimah.com,-2.0104994182796676
foreffectivegov.org,-1.11336032388664
businessnorth.com,0.97207893050017524
columbiamissourian.com,-2.7947546464312185
powelltribune.com,-1.2350842522456575
transylvaniatimes.com,1.1246039257851537
the-triton.com,0.19741413569013863
dailytidings.com,-2.1420466560041436
chinookobserver.com,-0.8374413417504919
mustangandfords.com,0.91446628627736082
answers.com,1.1220165651961354
valleycenter.com,1.1456986188484295
thefreethoughtproject.com,-5.2814192273906491
paramuspost.com,2.4695762816259079
unewsonline.com,2.591773955312195
hudsonreporter.com,0.31920945071593149
gadgetgestures.com,0.27600950448174938
homernews.com,-0.57315028823842418
birdswatcher.com,-2.27963525835867
abcnews.com,-3.7436930488818265
todaysiphone.com,-0.63801823508941957
hostreview.com,3.0545547939483444
nbcnews.com,-3.1650690690087262
ourtribune.com,-0.94679839231554375
swnews4u.com,-1.3143580622976871
radiofacts.com,12.2977346278317
cw33.com,-3.0660655720817007
legaluspokersites.com,-2.9750771886006109
mediamatters.org,-3.7177862166126974
nate.com,0.32639771067623297
alexinwanderland.com,1.1504670764989005
poultrymed.com,-3.4935479387382919
memri.org,-2.8132068353920694
theintermountain.com,-1.296900082425454
claytodayonline.com,-1.5795412628672825
allgov.com,-2.0268524602919378
bensonhurstbean.com,-1.3484525003034395
fox23.com,-4.10812847375724
bouldercityreview.com,2.5040064013219343
bionews-tx.com,0.79306219235314845
crooksandliars.com,-3.3345976002821125
wcax.com,-4.4905216115444162
energyandcapital.com,0.01488922576484876
kser.org,2.6809083330822467
physicscentral.com,-0.65468983050453833
wkrb13.com,1.1307223873926677
cnsnews.com,-3.3172371708589061
timesdelphic.com,-0.43298962318415635
theamericanconservative.com,-2.8300725816617422
twiceacosmo.com,2.25988700564972
thisiscolossal.com,4.51977401129944
effinghamherald.net,-0.95396555690524654
ogj.com,1.5527220613645927
kyis.com,-0.0072177159762776347
sequimgazette.com,1.6634848251771377
thenewsjournal.net,-1.7951838088412178
reportingclimatescience.com,-0.60079282339219819
hr.com,2.838447112226735
spie.org,-1.0789728978783746
nwciowa.edu,2.5768851943586277
newschool.edu,1.31243669705208
lifescienceleader.com,0.57472659822485728
touringplans.com,1.7186904856733936
theragblog.com,-2.6481561393192159
westbendnews.net,1.5752358289119019
pdnonline.com,0.52039749490092024
spacecoastdaily.com,0.28223870471860879
bringonthecats.com,0.15932141546488077
statetechmagazine.com,2.0491106735626126
tri1025.com,-0.85925360595652567
globalspec.com,0.70542594879012288
tcpalm.com,-3.3170277959931163
franklinhomepage.com,0.041739948603988053
bpicampus.com,-2.2587791760961444
banklesstimes.com,1.8572608551730827
equipmentworld.com,1.0227524995391963
utdallas.edu,2.2640976713382805
dotmed.com,0.78346328066132376
makeuseof.com,0.55504569287478578
albanyherald.com,-0.96072776825798289
rockymounttelegram.com,-3.6714985795513293
effinghamdailynews.com,-2.1121663468341048
wetpaint.com,-0.53469281427473536
humanitariannews.org,-3.2490648998043561
thestate.com,-2.7325992748371881
districtchronicles.com,-1.4612406793899615
calbuzz.com,-1.2456477674433037
style.com,5.6663478591403953
jennsblahblahblog.com,3.8367435005807278
urbancincy.com,3.27868852459017
stormcarib.com,-3.27868852459017
theawl.com,-1.4868111752602451
missingpersonsofamerica.com,-3.5481190728933183
qrcodepress.com,0.87742879893033987
ubspectrum.com,-1.0969057380888805
camaspostrecord.com,0.23627208281359938
smartdatacollective.com,0.52673836644851335
chicagotribune.com,-2.2557908993119367
ktul.com,-3.7838092536050039
wtaw.com,-2.85882826304567
nuggetnews.com,-0.02006407798521884
lanereport.com,2.5172060344315281
citizen-times.com,-1.9234376184385857
sbwire.com,1.9168611648704561
johnnyjet.com,2.960919861782831
columbiaheartbeat.com,-5.03875968992248
bighornmountainradio.com,-0.80085307115621263
novuslight.com,1.793919172539747
presspubs.com,0.44776333769786497
actionaid.org,-0.51130783786862921
milb.com,0.29184592536226767
workers.org,-4.0117295086806815
americanrifleman.org,-1.1530612163302314
cbo.gov,0.57734699980088167
standardbanner.com,1.1640650214228592
nature.com,-0.59612516083854061
fleetowner.com,1.3349033292615238
oyetimes.com,-1.1034590011404952
worldaffairsjournal.org,1.3635795692833903
powderbulksolids.com,0.33283701630010454
cpapracticeadvisor.com,-0.11531329042653851
designtaxi.com,0.87139212157569657
ctnewsjunkie.com,-1.5352684370755036
courierpress.com,-2.4991862538775012
highdefdigest.com,-0.79520852433174238
internationalbanker.com,-0.64637105908457326
npr.org,-2.4325295503418873
lakersnation.com,1.0604725682234197
maysville-online.com,-3.7070846494812075
arrowheadaddict.com,-0.495439193143128
atlasobscura.com,-1.564758548108673
razorbackers.com,-1.272503462071088
asiasentinel.com,-2.7514181908130739
centralkitsapreporter.com,-0.045099116974279665
houghtonstar.com,1.8933829856149509
snhu.edu,3.3416811778545297
tvovermind.com,0.88607944664085037
hedgeco.net,-2.2716670863559374
bamsmackpow.com,0.10367424158666352
rickeystokesnews.com,-4.4656795942255574
lostcoastoutpost.com,-2.6358837531155404
bakersfield.com,-2.0770385203510431
keranews.org,-2.51735710796675
defensenews.com,-0.929838749097031
nascar.com,1.3649047483575054
southeastsun.com,-0.19468145195537573
thesandb.com,0.56410540627717976
wltx.com,-2.698654915254342
manninglive.com,-2.7417266452006332
powdersvillepost.com,2.3822143400807407
cookinglight.com,1.7710113796883911
villagerpublishing.com,1.5031936172269433
centralvalleybusinesstimes.com,-1.3590577196552567
newarkpostonline.com,-1.2688339845299219
abilene-rc.com,0.43061595096428162
hawaiitelegraph.com,-2.8265296878763637
moviecitynews.com,-0.057955469197995838
wsfa.com,-3.8113355415079058
yougov.com,-2.0128698251471677
cyclenews.com,1.410042071684702
thecalifornian.com,-1.9050612327546355
180dfo.com,-2.712457499232646
ktna.org,0.036622121825512791
pickuptrucks.com,0.39911903314346431
macys.com,4.2866914721689779
angryasianman.com,-2.7382667540819106
dailyeasternnews.com,0.410158565966882
pulaskitech.edu,1.98675496688742
searchenginejournal.com,1.551012840749993
johnsoncitypress.com,-2.56424215261814
rebelscum.com,2.0797762245983953
universityofcalifornia.edu,1.1325279894400662
rickey.org,-0.96305716711654676
policemag.com,-5.76825339953758
themaneater.com,-0.288232578551274
wltz.com,-3.6704682043127881
agreenliving.org,-1.193236353083537
newyorkstatesman.com,-2.2263785855987
swimswam.com,0.12895509316202722
lawndalenews.com,-0.99315642208466792
lamag.com,0.15007405623021017
americaeconomia.com,-0.94427575488532633
sheikyermami.com,-5.1300338923197257
wbgo.org,-0.76976061149287156
therecordherald.com,-1.5685135199971707
wkbkradio.com,-3.2762981101856261
mysullivannews.com,-0.8422072157013657
journaltribune.com,-2.4375527308021723
njeffersonnews.com,-2.5144633472541549
theeconomiccollapseblog.com,-2.3173452682262954
mymotherlode.com,-2.9024450135362989
wellcommons.com,0.37738262164062125
umcor.org,0.769685262535121
scout.com,-2.198559483474019
gamepur.com,-0.13445642425676882
